Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Diagnosing Pseudoarthrosis After Anterior Cervical Discectomy and Fusion.","/pubmed/31352693","Lin W, Ha A, Boddapati V, Yuan W, Riew KD.","Neurospine. 2018 Sep;15(3):194-205. doi: 10.14245/ns.1836192.096. Epub 2018 Sep 28.","Neurospine.  2018","PubMed","citation","PMID:31352693","pubmed","31352693","create date:2019/07/29 | first author:Lin W",
"Type 1 Diabetes and Body Composition in Youth: A Systematic Review.","/pubmed/31352688","Calella P, Gallè F, Fornelli G, Liguori G, Valerio G.","Diabetes Metab Res Rev. 2019 Jul 28:e3211. doi: 10.1002/dmrr.3211. [Epub ahead of print] Review.","Diabetes Metab Res Rev.  2019","PubMed","citation","PMID:31352688","pubmed","31352688","create date:2019/07/29 | first author:Calella P",
"Does insomnia predict a high risk of cancer? A systematic review and meta-analysis of cohort studies.","/pubmed/31352687","Shi T, Min M, Sun C, Zhang Y, Liang M, Sun Y.","J Sleep Res. 2019 Jul 28:e12876. doi: 10.1111/jsr.12876. [Epub ahead of print] Review.","J Sleep Res.  2019","PubMed","citation","PMID:31352687","pubmed","31352687","create date:2019/07/29 | first author:Shi T",
"Exploring the use of network meta-analysis in education: examining the correlation between ORF and text complexity measures.","/pubmed/31352664","Saha N, Cutting L.","Ann Dyslexia. 2019 Jul 27. doi: 10.1007/s11881-019-00180-y. [Epub ahead of print]","Ann Dyslexia.  2019","PubMed","citation","PMID:31352664","pubmed","31352664","create date:2019/07/29 | first author:Saha N",
"Do Thiazide Diuretics Increase the Risk of Skin Cancer? A Critical Review of the Scientific Evidence and Updated Meta-Analysis.","/pubmed/31352643","Bendinelli B, Masala G, Garamella G, Palli D, Caini S.","Curr Cardiol Rep. 2019 Jul 27;21(9):92. doi: 10.1007/s11886-019-1183-z. Review.","Curr Cardiol Rep.  2019","PubMed","citation","PMID:31352643","pubmed","31352643","create date:2019/07/29 | first author:Bendinelli B",
"Efficacy and safety of desmopressin in women with nocturia: a systematic review and meta-analysis of randomized controlled trials.","/pubmed/31352583","Cai X, Tian Y, Nie M, Wang K.","Int Urol Nephrol. 2019 Jul 27. doi: 10.1007/s11255-019-02242-x. [Epub ahead of print] Review.","Int Urol Nephrol.  2019","PubMed","citation","PMID:31352583","pubmed","31352583","create date:2019/07/29 | first author:Cai X",
"Current use of telehealth in urology: a review.","/pubmed/31352565","Castaneda P, Ellimoottil C.","World J Urol. 2019 Jul 27. doi: 10.1007/s00345-019-02882-9. [Epub ahead of print] Review.","World J Urol.  2019","PubMed","citation","PMID:31352565","pubmed","31352565","create date:2019/07/29 | first author:Castaneda P",
"A comprehensive genomic and growth proteomic analysis of antitumor lipopeptide bacillomycin Lb biosynthesis in Bacillus amyloliquefaciens X030.","/pubmed/31352508","Lu JY, Zhou K, Huang WT, Zhou P, Yang S, Zhao X, Xie J, Xia L, Ding X.","Appl Microbiol Biotechnol. 2019 Jul 27. doi: 10.1007/s00253-019-10019-6. [Epub ahead of print]","Appl Microbiol Biotechnol.  2019","PubMed","citation","PMID:31352508","pubmed","31352508","create date:2019/07/29 | first author:Lu JY",
"Barriers and facilitators experienced by patients, carers and healthcare professionals when managing symptoms in infants, children and young people at end-of-life: a mixed methods systematic review protocol.","/pubmed/31352426","Greenfield K, Holley S, Schoth DE, Harrop E, Howard R, Bayliss J, Brook L, Jassal S, Johnson M, Wong I, Liossi C.","BMJ Open. 2019 Jul 27;9(7):e030566. doi: 10.1136/bmjopen-2019-030566.","BMJ Open.  2019","PubMed","citation","PMID:31352426","pubmed","31352426","create date:2019/07/29 | first author:Greenfield K",
"Lorcaserin for prevention and remission of type 2 diabetes mellitus in people with overweight or obesity: protocol for a systematic review and meta-analysis.","/pubmed/31352420","Zeng H, Luo M, Li Z, Wen J, He G, Jin Y, Fu W, Zhou P.","BMJ Open. 2019 Jul 27;9(7):e029426. doi: 10.1136/bmjopen-2019-029426.","BMJ Open.  2019","PubMed","citation","PMID:31352420","pubmed","31352420","create date:2019/07/29 | first author:Zeng H",
"Haemorrhage control in the prehospital setting: a scoping review protocol.","/pubmed/31352418","Ezeibe C, McCarty JC, Chaudhary MA, De Jager E, Herrera-Escobar J, Andriotti T, Jarman MP, Ortega G, Goralnick E.","BMJ Open. 2019 Jul 27;9(7):e029051. doi: 10.1136/bmjopen-2019-029051.","BMJ Open.  2019","PubMed","citation","PMID:31352418","pubmed","31352418","create date:2019/07/29 | first author:Ezeibe C",
