Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Health costs of post-operative complications following rectal resection: a systematic review.","/pubmed/32053858","Johnston S, Louis M, Churilov L, Ma R, Christophi C, Weinberg L.","ANZ J Surg. 2020 Feb 13. doi: 10.1111/ans.15708. [Epub ahead of print] Review.","ANZ J Surg.  2020","PubMed","citation","PMID:32053858","pubmed","32053858","create date:2020/02/14 | first author:Johnston S",
"The interaction of valine and glucose and the influence on the spectrin-actin complex in sickle cell disease.","/pubmed/32053762","Purnell MC.","Discov Med. 2019 Nov-Dec;28(155):219-227.","Discov Med.  2019","PubMed","citation","PMID:32053762","pubmed","32053762","create date:2020/02/14 | first author:Purnell MC",
"Food consumption by degree of processing and cardiometabolic risk: a systematic review.","/pubmed/32053758","Silva Meneguelli T, Viana Hinkelmann J, Hermsdorff HHM, Zulet MÁ, Martínez JA, Bressan J.","Int J Food Sci Nutr. 2020 Feb 13:1-15. doi: 10.1080/09637486.2020.1725961. [Epub ahead of print]","Int J Food Sci Nutr.  2020","PubMed","citation","PMID:32053758","pubmed","32053758","create date:2020/02/14 | first author:Silva Meneguelli T",
"The Impact of Skeletal Muscle ERα on Mitochondrial Function and Metabolic Health.","/pubmed/32053721","Hevener AL, Ribas V, Moore TM, Zhou Z.","Endocrinology. 2020 Feb 1;161(2). pii: bqz017. doi: 10.1210/endocr/bqz017.","Endocrinology.  2020","PubMed","citation","PMID:32053721","pubmed","32053721","create date:2020/02/14 | first author:Hevener AL",
"The impacts of unstructured nature play on health in early childhood development: A systematic review.","/pubmed/32053683","Dankiw KA, Tsiros MD, Baldock KL, Kumar S.","PLoS One. 2020 Feb 13;15(2):e0229006. doi: 10.1371/journal.pone.0229006. eCollection 2020.","PLoS One.  2020","PubMed","citation","PMID:32053683","pubmed","32053683","create date:2020/02/14 | first author:Dankiw KA",
"Is the bispectral index monitoring protective against postoperative cognitive decline? A systematic review with meta-analysis.","/pubmed/32053678","Bocskai T, Kovács M, Szakács Z, Gede N, Hegyi P, Varga G, Pap I, Tóth I, Révész P, Szanyi I, Németh A, Gerlinger I, Karádi K, Lujber L.","PLoS One. 2020 Feb 13;15(2):e0229018. doi: 10.1371/journal.pone.0229018. eCollection 2020.","PLoS One.  2020","PubMed","citation","PMID:32053678","pubmed","32053678","create date:2020/02/14 | first author:Bocskai T",
"Prognostic value of the myocardial salvage index measured by T2-weighted and T1-weighted late gadolinium enhancement magnetic resonance imaging after ST-segment elevation myocardial infarction: A systematic review and meta-regression analysis.","/pubmed/32053651","Kendziora B, Dewey M.","PLoS One. 2020 Feb 13;15(2):e0228736. doi: 10.1371/journal.pone.0228736. eCollection 2020.","PLoS One.  2020","PubMed","citation","PMID:32053651","pubmed","32053651","create date:2020/02/14 | first author:Kendziora B",
"The threshold of alpha-fetoprotein (AFP) for the diagnosis of hepatocellular carcinoma: A systematic review and meta-analysis.","/pubmed/32053643","Zhang J, Chen G, Zhang P, Zhang J, Li X, Gan D, Cao X, Han M, Du H, Ye Y.","PLoS One. 2020 Feb 13;15(2):e0228857. doi: 10.1371/journal.pone.0228857. eCollection 2020.","PLoS One.  2020","PubMed","citation","PMID:32053643","pubmed","32053643","create date:2020/02/14 | first author:Zhang J",
"Adherence to treatment for polycystic ovarian syndrome: A systematic review.","/pubmed/32053629","Parker M, Warren A, Nair S, Barnard M.","PLoS One. 2020 Feb 13;15(2):e0228586. doi: 10.1371/journal.pone.0228586. eCollection 2020.","PLoS One.  2020","PubMed","citation","PMID:32053629","pubmed","32053629","create date:2020/02/14 | first author:Parker M",
"The association between allergic rhinitis and sleep: A systematic review and meta-analysis of observational studies.","/pubmed/32053609","Liu J, Zhang X, Zhao Y, Wang Y.","PLoS One. 2020 Feb 13;15(2):e0228533. doi: 10.1371/journal.pone.0228533. eCollection 2020.","PLoS One.  2020","PubMed","citation","PMID:32053609","pubmed","32053609","create date:2020/02/14 | first author:Liu J",
"Guidelines for the Treatment of Latent Tuberculosis Infection: Recommendations from the National Tuberculosis Controllers Association and CDC, 2020.","/pubmed/32053584","Sterling TR, Njie G, Zenner D, Cohn DL, Reves R, Ahmed A, Menzies D, Horsburgh CR Jr, Crane CM, Burgos M, LoBue P, Winston CA, Belknap R.","MMWR Recomm Rep. 2020 Feb 14;69(1):1-11. doi: 10.15585/mmwr.rr6901a1.","MMWR Recomm Rep.  2020","PubMed","citation","PMID:32053584","pubmed","32053584","create date:2020/02/14 | first author:Sterling TR",
"Mucosa and Rejection in Facial Vascularized Composite Allotransplantation: A Systematic Review.","/pubmed/32053572","Kauke M, Safi AF, Zhegibe A, Haug V, Kollar B, Nelms L, Palmer WJ, Tchiloemba B, Lian CG, Murphy GF, Pomahac B.","Transplantation. 2020 Feb 12. doi: 10.1097/TP.0000000000003171. [Epub ahead of print]","Transplantation.  2020","PubMed","citation","PMID:32053572","pubmed","32053572","create date:2020/02/14 | first author:Kauke M",
"Prelinguistic Vocal Development in Children With Cochlear Implants: A Systematic Review.","/pubmed/32053545","McDaniel J, Gifford RH.","Ear Hear. 2020 Feb 12. doi: 10.1097/AUD.0000000000000829. [Epub ahead of print]","Ear Hear.  2020","PubMed","citation","PMID:32053545","pubmed","32053545","create date:2020/02/14 | first author:McDaniel J",
"Efficacy and Safety of Monoclonal Antibodies Against Clostridioides difficile Toxins for Prevention of Recurrent Clostridioides difficile Infection: A Systematic Review and Meta-Analysis.","/pubmed/32053529","Akiyama S, Yamada A, Komaki Y, Komaki F, Micic D, Sakuraba A.","J Clin Gastroenterol. 2020 Feb 12. doi: 10.1097/MCG.0000000000001330. [Epub ahead of print]","J Clin Gastroenterol.  2020","PubMed","citation","PMID:32053529","pubmed","32053529","create date:2020/02/14 | first author:Akiyama S",
"Disease-free survival as a measure of overall survival in resected pancreatic endocrine neoplasms.","/pubmed/32053492","Ricci C, Partelli S, Ingaldi C, Valentina A, Campana D, Muffati F, Alberici L, Giorgi C, Casadei R, Falconi M.","Endocr Relat Cancer. 2020 Feb 1. pii: ERC-19-0468. doi: 10.1530/ERC-19-0468. [Epub ahead of print]","Endocr Relat Cancer.  2020","PubMed","citation","PMID:32053492","pubmed","32053492","create date:2020/02/14 | first author:Ricci C",
"Do Tooth- and Cavity-related Aspects of Noncarious Cervical Lesions Affect the Retention of Resin Composite Restorations in Adults? A Systematic Review and Meta-analysis.","/pubmed/32053461","Correia A, Bresciani E, Borges AB, Pereira DM, Maia LC, Caneppele T.","Oper Dent. 2020 Feb 13. doi: 10.2341/19-091-L. [Epub ahead of print]","Oper Dent.  2020","PubMed","citation","PMID:32053461","pubmed","32053461","create date:2020/02/14 | first author:Correia A",
"Professional and interprofessional identities: a scoping review.","/pubmed/32053408","Tong R, Brewer M, Flavell H, Roberts LD.","J Interprof Care. 2020 Feb 13:1-9. doi: 10.1080/13561820.2020.1713063. [Epub ahead of print]","J Interprof Care.  2020","PubMed","citation","PMID:32053408","pubmed","32053408","create date:2020/02/14 | first author:Tong R",
"The safety of brodalumab for the treatment of psoriasis.","/pubmed/32053396","Puig L, Iznardo H.","Expert Opin Drug Saf. 2020 Feb 13. doi: 10.1080/14740338.2020.1730326. [Epub ahead of print]","Expert Opin Drug Saf.  2020","PubMed","citation","PMID:32053396","pubmed","32053396","create date:2020/02/14 | first author:Puig L",
"Health Literacy in Surgery.","/pubmed/32053207","Chang ME, Baker SJ, Dos Santos Marques IC, Liwo AN, Chung SK, Richman JS, Knight SJ, Fouad MN, Gakumo CA, Davis TC, Chu DI.","Health Lit Res Pract. 2020 Feb 11;4(1):e46-e65. doi: 10.3928/24748307-20191121-01.","Health Lit Res Pract.  2020","PubMed","citation","PMID:32053207","pubmed","32053207","create date:2020/02/14 | first author:Chang ME",
"Empirically Tested Health Literacy Frameworks.","/pubmed/32053206","Cudjoe J, Delva S, Cajita M, Han HR.","Health Lit Res Pract. 2020 Feb 11;4(1):e22-e44. doi: 10.3928/24748307-20191025-01.","Health Lit Res Pract.  2020","PubMed","citation","PMID:32053206","pubmed","32053206","create date:2020/02/14 | first author:Cudjoe J",
"Making Sense of ""Somatization"": A Systematic Review of its Relationship to Pediatric Pain.","/pubmed/32053181","Boerner KE, Green K, Chapman A, Stanford E, Newlove T, Edwards K, Dhariwal A.","J Pediatr Psychol. 2020 Feb 13. pii: jsz102. doi: 10.1093/jpepsy/jsz102. [Epub ahead of print]","J Pediatr Psychol.  2020","PubMed","citation","PMID:32053181","pubmed","32053181","create date:2020/02/14 | first author:Boerner KE",
"Actigraphy-Based Assessment of Sleep Parameters.","/pubmed/32053169","Fekedulegn D, Andrew ME, Shi M, Violanti JM, Knox S, Innes KE.","Ann Work Expo Health. 2020 Feb 13. pii: wxaa007. doi: 10.1093/annweh/wxaa007. [Epub ahead of print]","Ann Work Expo Health.  2020","PubMed","citation","PMID:32053169","pubmed","32053169","create date:2020/02/14 | first author:Fekedulegn D",
"About the need to make computational models of biological macromolecules available and discoverable.","/pubmed/32053168","Abriata LA, Lepore R, Dal Peraro M.","Bioinformatics. 2020 Feb 13. pii: btaa086. doi: 10.1093/bioinformatics/btaa086. [Epub ahead of print]","Bioinformatics.  2020","PubMed","citation","PMID:32053168","pubmed","32053168","create date:2020/02/14 | first author:Abriata LA",
"From ""Step Away"" to ""Stand Down"": Tailoring a Smartphone App for Self-Management of Hazardous Drinking for Veterans.","/pubmed/32053118","Blonigen D, Harris-Olenak B, Kuhn E, Humphreys K, Timko C, Dulin P.","JMIR Mhealth Uhealth. 2020 Feb 13;8(2):e16062. doi: 10.2196/16062.","JMIR Mhealth Uhealth.  2020","PubMed","citation","PMID:32053118","pubmed","32053118","create date:2020/02/14 | first author:Blonigen D",
"Emerging therapeutic targets for NASH: key innovations at the preclinical level.","/pubmed/32053033","Horn P, Newsome PN.","Expert Opin Ther Targets. 2020 Feb 13:1-12. doi: 10.1080/14728222.2020.1728742. [Epub ahead of print]","Expert Opin Ther Targets.  2020","PubMed","citation","PMID:32053033","pubmed","32053033","create date:2020/02/14 | first author:Horn P",
"The association between body weight dissatisfaction with unhealthy eating behaviors and lack of physical activity in adolescents: A systematic review.","/pubmed/32053022","Duarte LS, Palombo CNT, Solis-Cordero K, Kurihayashi AY, Steen M, Borges ALV, Fujimori E.","J Child Health Care. 2020 Feb 13:1367493520904914. doi: 10.1177/1367493520904914. [Epub ahead of print]","J Child Health Care.  2020","PubMed","citation","PMID:32053022","pubmed","32053022","create date:2020/02/14 | first author:Duarte LS",
"The Effects of Casual Videogames on Anxiety, Depression, Stress, and Low Mood: A Systematic Review.","/pubmed/32053021","Pine R, Fleming T, McCallum S, Sutcliffe K.","Games Health J. 2020 Feb 13. doi: 10.1089/g4h.2019.0132. [Epub ahead of print]","Games Health J.  2020","PubMed","citation","PMID:32053021","pubmed","32053021","create date:2020/02/14 | first author:Pine R",
"Summary of the clinical practice guideline for multicomponent behavioral treatment of obesity and overweight in children and adolescents.","/pubmed/32052993","Guideline Development Panel for Treatment of Obesity, American Psychological Association..","Am Psychol. 2020 Feb-Mar;75(2):178-188. doi: 10.1037/amp0000530.","Am Psychol.  2020","PubMed","citation","PMID:32052993","pubmed","32052993","create date:2020/02/14 | first author:Guideline Development Panel for Treatment of Obesity, American Psychological Association.",
"Development of achievement goals and their relation to academic interest and achievement in adolescence: A review of the literature and two longitudinal studies.","/pubmed/32052983","Scherrer V, Preckel F, Schmidt I, Elliot AJ.","Dev Psychol. 2020 Feb 13. doi: 10.1037/dev0000898. [Epub ahead of print]","Dev Psychol.  2020","PubMed","citation","PMID:32052983","pubmed","32052983","create date:2020/02/14 | first author:Scherrer V",
