Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"The Author's Response: Evaluation of Propofol in Comparison with Other General Anesthetics for Surgery in Children Younger than 3 Years: a Systematic Review and Meta-Analysis.","/pubmed/31327178","Hong H, Hahn S, Choi Y, Jang MJ, Kim S, Lee JH, Kim HS.","J Korean Med Sci. 2019 Jul 22;34(28):e192. doi: 10.3346/jkms.2019.34.e192. No abstract available. ","J Korean Med Sci.  2019","PubMed","citation","PMID:31327178","pubmed","31327178","create date:2019/07/22 | first author:Hong H",
"How actionable are staff behaviours specified in policy documents? A document analysis of protocols for managing deteriorating patients.","/pubmed/31327164","Smith D, Sekhon M, Francis JJ, Aitken LM.","J Clin Nurs. 2019 Jul 20. doi: 10.1111/jocn.15005. [Epub ahead of print]","J Clin Nurs.  2019","PubMed","citation","PMID:31327164","pubmed","31327164","create date:2019/07/22 | first author:Smith D",
"Efficacy of thermal ablation in benign non-functioning solid thyroid nodule: A systematic review and meta-analysis.","/pubmed/31327158","Trimboli P, Castellana M, Sconfienza LM, Virili C, Pescatori LC, Cesareo R, Giorgino F, Negro R, Giovanella L, Mauri G.","Endocrine. 2019 Jul 20. doi: 10.1007/s12020-019-02019-3. [Epub ahead of print]","Endocrine.  2019","PubMed","citation","PMID:31327158","pubmed","31327158","create date:2019/07/22 | first author:Trimboli P",
"Ipilimumab-induced hypophysitis, a single academic center experience.","/pubmed/31327112","Snyders T, Chakos D, Swami U, Latour E, Chen Y, Fleseriu M, Milhem M, Zakharia Y, Zahr R.","Pituitary. 2019 Jul 20. doi: 10.1007/s11102-019-00978-4. [Epub ahead of print]","Pituitary.  2019","PubMed","citation","PMID:31327112","pubmed","31327112","create date:2019/07/22 | first author:Snyders T",
"Does nociception monitor-guided anesthesia affect opioid consumption? A systematic review of randomized controlled trials.","/pubmed/31327102","Meijer FS, Niesters M, van Velzen M, Martini CH, Olofsen E, Edry R, Sessler DI, van Dorp ELA, Dahan A, Boon M.","J Clin Monit Comput. 2019 Jul 20. doi: 10.1007/s10877-019-00362-4. [Epub ahead of print] Review.","J Clin Monit Comput.  2019","PubMed","citation","PMID:31327102","pubmed","31327102","create date:2019/07/22 | first author:Meijer FS",
"A meta-analysis of the prevalence of class 1 integron and correlation with antibiotic resistance in Pseudomonas aeruginosa recovered from Iranian burn patients.","/pubmed/31326983","Heidarzadeh S, Enayati Kaliji Y, Pourpaknia R, Mohammadzadeh A, Ghazali-Bina M, Saburi E, Vazini H, Khaledi A.","J Burn Care Res. 2019 Jul 20. pii: irz135. doi: 10.1093/jbcr/irz135. [Epub ahead of print]","J Burn Care Res.  2019","PubMed","citation","PMID:31326983","pubmed","31326983","create date:2019/07/22 | first author:Heidarzadeh S",
"Early versus Delayed Fortification of Human Milk in Preterm Infants: A Systematic Review.","/pubmed/31326969","Alyahya W, Simpson J, Garcia AL, Mactier H, Edwards CA.","Neonatology. 2019 Jul 19:1-9. doi: 10.1159/000501279. [Epub ahead of print]","Neonatology.  2019","PubMed","citation","PMID:31326969","pubmed","31326969","create date:2019/07/22 | first author:Alyahya W",
"Capgras' Delusion: A Systematic Review of 255 Published Cases.","/pubmed/31326968","Pandis C, Agrawal N, Poole N.","Psychopathology. 2019 Jul 19:1-13. doi: 10.1159/000500474. [Epub ahead of print] Review.","Psychopathology.  2019","PubMed","citation","PMID:31326968","pubmed","31326968","create date:2019/07/22 | first author:Pandis C",
"Nerve-sparing radical hysterectomy: steps to standardize surgical technique.","/pubmed/31326949","Muallem MZ, Diab Y, Sehouli J, Fujii S.","Int J Gynecol Cancer. 2019 Jul 19. pii: ijgc-2019-000410. doi: 10.1136/ijgc-2019-000410. [Epub ahead of print]","Int J Gynecol Cancer.  2019","PubMed","citation","PMID:31326949","pubmed","31326949","create date:2019/07/22 | first author:Muallem MZ",
"Peer influence in adolescent drinking behaviour: a protocol for systematic review and meta-analysis of stochastic actor-based modeling studies.","/pubmed/31326933","Ivaniushina V, Titkova V, Alexandrov D.","BMJ Open. 2019 Jul 19;9(7):e028709. doi: 10.1136/bmjopen-2018-028709.","BMJ Open.  2019","PubMed","citation","PMID:31326933","pubmed","31326933","create date:2019/07/22 | first author:Ivaniushina V",
