Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"A review of the incidence and determinants of catastrophic health expenditure in Nigeria: Implications for universal health coverage.","/pubmed/31311065","Okedo-Alex IN, Akamike IC, Ezeanosike OB, Uneke CJ.","Int J Health Plann Manage. 2019 Jul 16. doi: 10.1002/hpm.2847. [Epub ahead of print] Review.","Int J Health Plann Manage.  2019","PubMed","citation","PMID:31311065","pubmed","31311065","create date:2019/07/17 | first author:Okedo-Alex IN",
"Exposure to the smell and taste of milk to accelerate feeding in preterm infants.","/pubmed/31311064","Muelbert M, Lin L, Bloomfield FH, Harding JE.","Cochrane Database Syst Rev. 2019 Jul 16;7:CD013038. doi: 10.1002/14651858.CD013038.pub2. [Epub ahead of print] Review.","Cochrane Database Syst Rev.  2019","PubMed","citation","PMID:31311064","pubmed","31311064","create date:2019/07/17 | first author:Muelbert M",
"Risk of Ovarian Malignancy Algorithm versus Risk Malignancy Index-I for Preoperative Assessment of Adnexal Masses: A Systematic Review and Meta-Analysis.","/pubmed/31311023","Chacón E, Dasí J, Caballero C, Alcázar JL.","Gynecol Obstet Invest. 2019 Jul 16:1-8. doi: 10.1159/000501681. [Epub ahead of print]","Gynecol Obstet Invest.  2019","PubMed","citation","PMID:31311023","pubmed","31311023","create date:2019/07/17 | first author:Chacón E",
"Epstein-Barr Virus Infection and Increased Sporadic Breast Carcinoma Risk: A Meta-Analysis.","/pubmed/31311020","Jin QE, Su JR, Yan DH, Wu SN.","Med Princ Pract. 2019 Jul 17. doi: 10.1159/000502131. [Epub ahead of print]","Med Princ Pract.  2019","PubMed","citation","PMID:31311020","pubmed","31311020","create date:2019/07/17 | first author:Jin QE",
"Primary hyperparathyroidism with surgical indication and negative or equivocal scintigraphy: safety and reliability of PTH washout. A systematic review and meta-analysis.","/pubmed/31311003","Castellana M, Virili C, Palermo A, Giorgino F, Giovanella L, Trimboli P.","Eur J Endocrinol. 2019 Sep 1;181(3):245-253. doi: 10.1530/EJE-19-0160.","Eur J Endocrinol.  2019","PubMed","citation","PMID:31311003","pubmed","31311003","create date:2019/07/17 | first author:Castellana M",
"MANAGEMENT OF ENDOCRINE DISEASE: Immune check point inhibitors-induced hypophysitis.","/pubmed/31311002","Albarel F, Castinetti F, Brue T.","Eur J Endocrinol. 2019 Sep 1;181(3):R107-R118. doi: 10.1530/EJE-19-0169. Review.","Eur J Endocrinol.  2019","PubMed","citation","PMID:31311002","pubmed","31311002","create date:2019/07/17 | first author:Albarel F",
"Antiobesity effects of anthocyanins on mitochondrial biogenesis, inflammation, and oxidative stress: A systematic review.","/pubmed/31310961","Gomes JVP, Rigolon TCB, Souza MSDS, Alvarez-Leite JI, Lucia CMD, Martino HSD, Rosa COB.","Nutrition. 2019 May 29;66:192-202. doi: 10.1016/j.nut.2019.05.005. [Epub ahead of print] Review.","Nutrition.  2019","PubMed","citation","PMID:31310961","pubmed","31310961","create date:2019/07/17 | first author:Gomes JVP",
"The impact of perceived and objective social isolation on hospital readmission in patients with heart failure: A systematic review and meta-analysis of observational studies.","/pubmed/31310898","Heidari Gorji MA, Fatahian A, Farsavian A.","Gen Hosp Psychiatry. 2019 Jul 4;60:27-36. doi: 10.1016/j.genhosppsych.2019.07.002. [Epub ahead of print] Review.","Gen Hosp Psychiatry.  2019","PubMed","citation","PMID:31310898","pubmed","31310898","create date:2019/07/17 | first author:Heidari Gorji MA",
"Thyroid disorders in patients with hidradenitis suppurativa: a systematic review and meta-analysis.","/pubmed/31310843","Acharya P, Mathur M.","J Am Acad Dermatol. 2019 Jul 13. pii: S0190-9622(19)32383-7. doi: 10.1016/j.jaad.2019.07.025. [Epub ahead of print] No abstract available. ","J Am Acad Dermatol.  2019","PubMed","citation","PMID:31310843","pubmed","31310843","create date:2019/07/17 | first author:Acharya P",
"Efficacy and safety of photodynamic therapy with amino-5-laevulinate nanoemulsion versus methyl-5-aminolaevulinate for actinic keratosis: a meta-analysis.","/pubmed/31310826","Fu C, Kuang BH, Qin L, Zeng XY, Wang BC.","Photodiagnosis Photodyn Ther. 2019 Jul 13. pii: S1572-1000(19)30207-8. doi: 10.1016/j.pdpdt.2019.07.009. [Epub ahead of print]","Photodiagnosis Photodyn Ther.  2019","PubMed","citation","PMID:31310826","pubmed","31310826","create date:2019/07/17 | first author:Fu C",
"The power of meta-analysis and total laparoscopic surgeries.","/pubmed/31310821","Ekser B, Kubal CA.","Int J Surg. 2019 Jul 13. pii: S1743-9191(19)30157-8. doi: 10.1016/j.ijsu.2019.07.005. [Epub ahead of print] No abstract available. ","Int J Surg.  2019","PubMed","citation","PMID:31310821","pubmed","31310821","create date:2019/07/17 | first author:Ekser B",
"Comparative accuracy of needle sizes and designs for EUS tissue sampling of solid pancreatic masses: a network meta-analysis.","/pubmed/31310744","Facciorusso A, Wani S, Triantafyllou K, Tziatzios G, Cannizzaro R, Muscatiello N, Singh S.","Gastrointest Endosc. 2019 Jul 13. pii: S0016-5107(19)32056-5. doi: 10.1016/j.gie.2019.07.009. [Epub ahead of print] Review.","Gastrointest Endosc.  2019","PubMed","citation","PMID:31310744","pubmed","31310744","create date:2019/07/17 | first author:Facciorusso A",
"Molecular prognosticators in clinically and pathologically distinct cohorts of head and neck squamous cell carcinoma-A meta-analysis approach.","/pubmed/31310629","Reddy RB, Khora SS, Suresh A.","PLoS One. 2019 Jul 16;14(7):e0218989. doi: 10.1371/journal.pone.0218989. eCollection 2019.","PLoS One.  2019","PubMed","citation","PMID:31310629","pubmed","31310629","create date:2019/07/17 | first author:Reddy RB",
"Non-Vitamin K Antagonist Oral Anticoagulants Versus Warfarin in Patients With Cancer and Atrial Fibrillation: A Systematic Review and Meta-Analysis.","/pubmed/31310583","Deng Y, Tong Y, Deng Y, Zou L, Li S, Chen H.","J Am Heart Assoc. 2019 Jul 16;8(14):e012540. doi: 10.1161/JAHA.119.012540. Epub 2019 Jul 16.","J Am Heart Assoc.  2019","PubMed","citation","PMID:31310583","pubmed","31310583","create date:2019/07/17 | first author:Deng Y",
"Impact of Prosthesis-Patient Mismatch on 1-Year Outcomes after Transcatheter Aortic Valve Implantation: Meta-analysis of 71,106 Patients.","/pubmed/31310471","Sá MPBO, Cavalcanti LRP, Sarargiotto FAS, Perazzo ÁM, Rayol SDC, Diniz RGS, Sá FBCA, Menezes AM, Lima RC.","Braz J Cardiovasc Surg. 2019 Jun 1;34(3):318-326. doi: 10.21470/1678-9741-2019-0073.","Braz J Cardiovasc Surg.  2019","PubMed","citation","PMID:31310471","pubmed","31310471","create date:2019/07/17 | first author:Sá MPBO",
"Effectiveness of Neurostimulation Technologies for the Management of Chronic Pain: A Systematic Review.","/pubmed/31310417","Hofmeister M, Memedovich A, Brown S, Saini M, Dowsett LE, Lorenzetti DL, McCarron TL, MacKean G, Clement F.","Neuromodulation. 2019 Jul 16. doi: 10.1111/ner.13020. [Epub ahead of print] Review.","Neuromodulation.  2019","PubMed","citation","PMID:31310417","pubmed","31310417","create date:2019/07/17 | first author:Hofmeister M",
"Safety and efficacy of leadless pacemaker retrieval.","/pubmed/31310416","Li J, Hou WB, Cao MK, Zhou WX, Wang Y, Fang Y, Zhou C, Yin YX, Toft ES, Zhang HJ.","J Cardiovasc Electrophysiol. 2019 Jul 16. doi: 10.1111/jce.14076. [Epub ahead of print] Review.","J Cardiovasc Electrophysiol.  2019","PubMed","citation","PMID:31310416","pubmed","31310416","create date:2019/07/17 | first author:Li J",
"Sex-specific efficacy and safety of cryoballoon versus radiofrequency ablation for atrial fibrillation: A systematic review and meta-analysis.","/pubmed/31310375","de Lavallaz JDF, Clerc O, Pudenz C, Illigens B, Kühne M.","J Cardiovasc Electrophysiol. 2019 Jul 16. doi: 10.1111/jce.14071. [Epub ahead of print]","J Cardiovasc Electrophysiol.  2019","PubMed","citation","PMID:31310375","pubmed","31310375","create date:2019/07/17 | first author:de Lavallaz JDF",
"An evaluation of different Cripto-1 antibodies and their variable results.","/pubmed/31310365","Gudbergsson JM, Duroux M.","J Cell Biochem. 2019 Jul 16. doi: 10.1002/jcb.29293. [Epub ahead of print]","J Cell Biochem.  2019","PubMed","citation","PMID:31310365","pubmed","31310365","create date:2019/07/17 | first author:Gudbergsson JM",
